,date,home,home_score,away,away_score,winner
22425,2019-02-21,Murray State,85,UT Martin,75,Murray State
22426,2019-02-21,Austin Peay,83,Southeast Mo. St.,70,Austin Peay
22427,2019-02-21,Jacksonville State,65,Morehead State,64,Jacksonville State
22428,2019-02-21,East Tennessee State,84,SIUE,85,SIUE
22429,2019-02-21,East Tennessee State,66,Kentucky,67,Kentucky
22430,2019-02-21,Northern Ariz.,75,Idaho,54,Northern Ariz.
22431,2019-02-21,Utah Valley,76,Eastern Wash.,62,Utah Valley
22432,2019-02-21,SMU,77,UConn,59,SMU
22433,2019-02-21,BYU,71,San Francisco,77,San Francisco
22434,2019-02-21,Arizona,76,California Baptist,51,Arizona
22435,2019-02-21,Campbell,61,High Point,48,Campbell
22436,2019-02-21,USC,66,Oregon,49,USC
22437,2019-02-21,Utah Valley,103,Chicago State,71,Utah Valley
22438,2019-02-21,Grand Canyon,91,Cal Baptist,58,Grand Canyon
22439,2019-02-21,Gonzaga,92,Pepperdine,64,Gonzaga
22440,2019-02-21,San Diego,63,Portland,52,San Diego
22441,2019-02-21,Pacific,32,St. Mary's (Cal.),58,St. Mary's (Cal.)
22442,2019-02-21,UC Irvine,74,Cal Poly,47,UC Irvine
22443,2019-02-21,Seattle,69,UMKC,64,Seattle
22444,2019-02-21,Sacramento St.,78,Weber State,76,Sacramento St.
22445,2019-02-21,Portland,99,Idaho,93,Portland
22446,2019-02-21,CSU Fullerton,62,UC Davis,58,CSU Fullerton
22447,2019-02-21,UC Santa Barb.,79,Hawaii,61,UC Santa Barb.
22448,2019-02-21,UCLA,68,Oregon,67,UCLA
22449,2019-02-22,Ohio,92,Bowling Green,87,Ohio
22450,2019-02-22,Yale,77,Dartmouth,59,Yale
22451,2019-02-22,Buffalo,80,Kent State,57,Buffalo
22452,2019-02-22,Marist,59,St. Peter's,65,St. Peter's
22453,2019-02-22,Rider,97,Niagara,81,Rider
22454,2019-02-22,Manhattan,52,Iona,66,Iona
22455,2019-02-22,IUPUI,67,Milwaukee,60,IUPUI
22456,2019-02-22,Brown,88,Harvard,79,Brown
22457,2019-02-22,Monmouth,59,Canisius,60,Canisius
22458,2019-02-22,Princeton,68,Cornell,59,Princeton
22459,2019-02-22,Penn State,77,Columbia,79,Columbia
22460,2019-02-22,Northern Iowa,76,Indiana State,70,Northern Iowa
22461,2019-02-22,Rhode Island,66,Davidson,75,Davidson
22462,2019-02-22,UIC,62,Green Bay,63,Green Bay
22463,2019-02-23,Clemson,76,Boston College,66,Clemson
22464,2019-02-23,Illinois-Chicago,76,Penn St.,83,Penn St.
22465,2019-02-23,Temple,84,Tulsa,73,Temple
22466,2019-02-23,Providence,58,Marquette,76,Marquette
22467,2019-02-23,Oklahoma State,69,North Texas,67,Oklahoma State
22468,2019-02-23,LSU,82,East Tennessee State,80,LSU
22469,2019-02-23,Louisville,52,Virginia Tech,64,Virginia Tech
22470,2019-02-23,Northeastern,73,Towson,58,Northeastern
22471,2019-02-23,Citadel,87,Samford,83,Citadel
22472,2019-02-23,Old Dominion,67,Western Ky.,63,Old Dominion
22473,2019-02-23,St. Francis (Pa.),66,LIU Brooklyn,69,LIU Brooklyn
22474,2019-02-23,Kentucky,80,Auburn,53,Kentucky
22475,2019-02-23,Binghamton,63,Vermont,69,Vermont
22476,2019-02-23,La Salle,75,Richmond,84,Richmond
22477,2019-02-23,Eastern Mich.,77,Western Mich.,76,Eastern Mich.
22478,2019-02-23,Nebraska-Omaha,72,Purdue Fort Wayne,75,Purdue Fort Wayne
22479,2019-02-23,Coastal Caro.,95,Georgia Southern,82,Coastal Caro.
22480,2019-02-23,VCU,85,Washington State,57,VCU
22481,2019-02-23,Appalachian St.,69,Ga. Southern,92,Ga. Southern
22482,2019-02-23,Maryland-Eastern Shore,72,Ohio,62,Maryland-Eastern Shore
22483,2019-02-23,Colgate,93,Navy,71,Colgate
22484,2019-02-23,Ball State,57,Central Mich.,64,Central Mich.
22485,2019-02-23,Miami (Fla.),80,Georgia Southern,65,Miami (Fla.)
22486,2019-02-23,Colorado,83,Wyoming,48,Colorado
22487,2019-02-23,Akron,70,Ohio,58,Akron
22488,2019-02-23,TCU,75,Northern Iowa,72,TCU
22489,2019-02-23,Baylor,82,Virginia Tech,75,Baylor
22490,2019-02-23,Missouri,67,Indiana State,61,Missouri
22491,2019-02-23,Massachusetts,80,Saint Joseph's (PA),79,Massachusetts
22492,2019-02-23,Winthrop,80,Charleston,78,Winthrop
22493,2019-02-23,Bradley,63,Evansville,61,Bradley
22494,2019-02-23,Creighton,82,Georgetown,69,Creighton
22495,2019-02-23,Longwood,72,Campbell,74,Campbell
22496,2019-02-23,Southern Miss,72,UAB,76,UAB
22497,2019-02-23,Oakland,95,Detroit Mercy,75,Oakland
22498,2019-02-23,UT Arlington ,91,La.-Monroe,86,UT Arlington 
22499,2019-02-23,Wright State,82,Youngstown St.,54,Wright State
22500,2019-02-23,Pacific,56,LMU,63,LMU
22501,2019-02-23,Mississippi State,72,Georgia Southern,71,Mississippi State
22502,2019-02-23,Cent. Conn. St.,66,Sacred Heart,80,Sacred Heart
22503,2019-02-23,North Carolina State,77,Florida,59,North Carolina State
22504,2019-02-23,Stetson,63,Alabama State,60,Stetson
22505,2019-02-23,Air Force,82,San Jose State,68,Air Force
22506,2019-02-23,Notre Dame,59,Virginia Tech,67,Virginia Tech
22507,2019-02-23,Morgan State,74,Norfolk State,75,Norfolk State
22508,2019-02-23,North Dakota,81,Denver,63,North Dakota
22509,2019-02-23,N.C. A&T,63,S. Carolina St.,62,N.C. A&T
22510,2019-02-23,Mercer,74,Chattanooga,69,Mercer
22511,2019-02-23,N.C. Central,78,Savannah State,69,N.C. Central
22512,2019-02-23,Bryant University,81,Mt. St. Mary's,58,Bryant University
22513,2019-02-23,William & Mary,71,UNCW,63,William & Mary
22514,2019-02-23,Dayton,70,Saint Louis,62,Dayton
22515,2019-02-23,McNeese State,51,New Orleans,60,New Orleans
22516,2019-02-23,Boise State,71,Utah Valley,78,Utah Valley
22517,2019-02-23,Florida,54,Bethune-Cookman,67,Bethune-Cookman
22518,2019-02-23,Seattle,77,Chicago State,57,Seattle
22519,2019-02-23,Kansas,85,Oklahoma State,46,Kansas
22520,2019-02-23,Delaware State,56,UMES,62,UMES
22521,2019-02-23,Hofstra,99,James Madison,104,James Madison
22522,2019-02-23,Utah Valley,85,Idaho,76,Utah Valley
22523,2019-02-23,Florida,76,FIU,79,FIU
22524,2019-02-23,Northern Ariz.,73,Eastern Wash.,86,Eastern Wash.
22525,2019-02-23,George Mason,78,Duquesne,79,Duquesne
22526,2019-02-23,Furman,64,Wofford,72,Wofford
22527,2019-02-23,Coppin State,73,Howard,74,Howard
22528,2019-02-23,Florida,64,Missouri,60,Florida
22529,2019-02-23,Abilene Christian,66,Southeastern La.,75,Southeastern La.
22530,2019-02-23,UNC Asheville,55,Presbyterian,71,Presbyterian
22531,2019-02-23,Fordham,53,St. Bonaventure,74,St. Bonaventure
22532,2019-02-23,Nicholls State,100,Central Ark.,57,Nicholls State
22533,2019-02-23,Fairleigh D'son,74,Wagner,66,Fairleigh D'son
22534,2019-02-23,Boston U.,72,Loyola (Md.),65,Boston U.
22535,2019-02-23,North Texas,58,Lamar,63,Lamar
22536,2019-02-23,Drexel,68,Delaware State,60,Drexel
22537,2019-02-23,Robert Morris,67,St. Francis (B'klyn),62,Robert Morris
22538,2019-02-23,Florida,75,Liberty,70,Florida
22539,2019-02-23,Jacksonville State,104,Kentucky,101,Jacksonville State
22540,2019-02-23,Austin Peay,92,UT Martin,78,Austin Peay
22541,2019-02-23,North Texas,64,Louisiana Tech,62,North Texas
22542,2019-02-23,South Dakota,94,South Dakota,89,South Dakota
22543,2019-02-23,Central Arkansas,72,Arkansas-Little Rock,65,Central Arkansas
22544,2019-02-23,North Dakota,50,Nebraska-Omaha,58,Nebraska-Omaha
22545,2019-02-23,Radford,71,Hampton,74,Hampton
22546,2019-02-23,Troy,52,Alabama State,68,Alabama State
22547,2019-02-23,Mass.-Lowell,73,Hartford,75,Hartford
22548,2019-02-23,SFA,81,Incarnate Word,54,SFA
22549,2019-02-23,Toledo,57,Northern Ill.,54,Toledo
22550,2019-02-23,New Mexico State,88,UTRGV,79,New Mexico State
22551,2019-02-23,Belmont,97,SIUE,75,Belmont
22552,2019-02-23,Sam Houston State,71,Florida,59,Sam Houston State
22553,2019-02-23,Mississippi St.,76,South Carolina,61,Mississippi St.
22554,2019-02-23,Prairie View A&M,69,Mississippi Val.,63,Prairie View A&M
22555,2019-02-23,Alabama State,68,Vanderbilt,61,Alabama State
22556,2019-02-23,USC,62,Oregon,67,Oregon
22557,2019-02-23,Brown,68,Dartmouth,65,Brown
22558,2019-02-23,Jacksonville State,73,NJIT,77,NJIT
22559,2019-02-23,Middle Tenn.,86,Charlotte,67,Middle Tenn.
22560,2019-02-23,Syracuse,65,Duke,75,Duke
22561,2019-02-23,Jackson State,71,Grambling State,60,Jackson State
22562,2019-02-23,Alcorn State,74,Alabama State,69,Alcorn State
22563,2019-02-23,Southern Univ.,59,Alabama State,49,Southern Univ.
22564,2019-02-23,Penn State,68,Cornell,50,Penn State
22565,2019-02-23,Yale,86,Harvard,88,Harvard
22566,2019-02-23,Stony Brook,81,Maine,53,Stony Brook
22567,2019-02-23,Elon,74,Charleston,84,Charleston
22568,2019-02-23,Kentucky,77,Cleveland State,83,Cleveland State
22569,2019-02-23,FGCU,78,Kennesaw State,56,FGCU
22570,2019-02-23,High Point,87,Gardner-Webb,79,High Point
22571,2019-02-23,Albany,84,UMBC,75,Albany
22572,2019-02-23,Western Caro.,78,VMI,83,VMI
22573,2019-02-23,St. John's ,78,Seton Hall,70,St. John's 
22574,2019-02-23,Louisiana Tech,66,North Texas,53,Louisiana Tech
22575,2019-02-23,Murray State,103,Southeast Mo. St.,67,Murray State
22576,2019-02-23,Washington State,79,Utah Valley,92,Utah Valley
22577,2019-02-23,Illinois-Chicago,75,Oral Roberts,66,Illinois-Chicago
22578,2019-02-23,Pepperdine,86,Portland,80,Pepperdine
22579,2019-02-23,Tulane,81,East Carolina,85,East Carolina
22580,2019-02-23,UNI,64,Valparaiso,53,UNI
22581,2019-02-23,Sam Houston State,119,Sam Houston State,113,Sam Houston State
22582,2019-02-23,Nevada,74,Fresno State,68,Nevada
22583,2019-02-23,North Texas,91,Kansas,62,North Texas
22584,2019-02-23,Princeton,79,Columbia,61,Princeton
22585,2019-02-23,Wichita State,85,Memphis,88,Memphis
22586,2019-02-23,UC Riverside,67,Long Beach St.,71,Long Beach St.
22587,2019-02-23,East Tennessee State,63,Morehead State,66,Morehead State
22588,2019-02-23,East Tennessee State,75,Illinois-Chicago,60,East Tennessee State
22589,2019-02-23,Northwestern State,64,Wisconsin,69,Wisconsin
22590,2019-02-23,Central Arkansas,80,North Texas,87,North Texas
22591,2019-02-23,North Texas,94,Ark.-Pine Bluff,74,North Texas
22592,2019-02-23,UTEP,81,Rice,85,Rice
22593,2019-02-23,Montana State,89,Montana State,83,Montana State
22594,2019-02-23,Utah Valley,79,UMKC,67,Utah Valley
22595,2019-02-23,San Diego,46,St. Mary's (Cal.),66,St. Mary's (Cal.)
22596,2019-02-23,CSUN,81,UC Davis,76,CSUN
22597,2019-02-23,UNLV,59,San Diego,60,San Diego
22598,2019-02-23,CSU Bakersfield,58,Cal Baptist,72,Cal Baptist
22599,2019-02-23,UC Santa Barb.,82,CSU Fullerton,67,UC Santa Barb.
22600,2019-02-23,Cal Poly,88,Hawaii,80,Cal Poly
22601,2019-02-23,Gonzaga,102,BYU,68,Gonzaga
22602,2019-02-23,UCLA,90,Oregon,83,UCLA
22603,2019-02-23,Portland,65,Sacramento St.,57,Portland
22604,2019-02-23,Washington State,64,Colorado,55,Washington State
22605,2019-02-23,Santa Clara,68,San Francisco,65,Santa Clara
22606,2019-02-24,UCF,95,SMU,48,UCF
22607,2019-02-24,Lehigh,71,Holy Cross,73,Holy Cross
22608,2019-02-24,Army,66,American University,77,American University
22609,2019-02-24,IUPUI,79,Green Bay,68,IUPUI
22610,2019-02-24,Iona,87,Canisius,80,Iona
22611,2019-02-24,Xavier,66,Villanova,54,Xavier
22612,2019-02-24,Bucknell,118,Louisiana-Lafayette,76,Bucknell
22613,2019-02-24,UConn,60,Cincinnati,64,Cincinnati
22614,2019-02-24,Siena,67,Marist,55,Siena
22615,2019-02-24,Monmouth,56,Quinnipiac,68,Quinnipiac
22616,2019-02-24,Illinois-Chicago,67,Drake,60,Illinois-Chicago
22617,2019-02-24,St. Peter's,78,Niagara,60,St. Peter's
22618,2019-02-24,UNCG,60,East Tenn. St.,59,UNCG
22619,2019-02-24,Fairfield,72,Manhattan,59,Fairfield
22620,2019-02-24,Michigan State,70,Mich. St. ,77,Mich. St. 
22621,2019-02-24,Southern Ill.,63,Loyola Chicago,53,Southern Ill.
22622,2019-02-24,UIC,74,Milwaukee,59,UIC
22623,2019-02-24,NC State,94,Wake Forest,74,NC State
22624,2019-02-24,Arizona,69,California Baptist,59,Arizona
22625,2019-02-24,Rutgers,68,Minnesota,64,Rutgers
22626,2019-02-24,Arizona,70,Stanford,54,Arizona
22627,2019-02-25,N.C. Central,72,S. Carolina St.,62,N.C. Central
22628,2019-02-25,Florida,68,Notre Dame,61,Florida
22629,2019-02-25,Morgan State,69,Howard,75,Howard
22630,2019-02-25,Lipscomb,81,NJIT,77,Lipscomb
22631,2019-02-25,Coppin State,60,Delaware State,70,Delaware State
22632,2019-02-25,N.C. A&T,63,Savannah State,58,N.C. A&T
22633,2019-02-25,Northern Iowa,78,Oklahoma State,61,Northern Iowa
22634,2019-02-25,Alcorn State,61,Alabama State,55,Alcorn State
22635,2019-02-25,Southern Univ.,57,Alabama State,60,Alabama State
22636,2019-02-25,North Texas,92,Mississippi Val.,80,North Texas
22637,2019-02-25,Prairie View A&M,48,Ark.-Pine Bluff,44,Prairie View A&M
22638,2019-02-25,Kansas,64,Kansas,49,Kansas
22639,2019-02-25,Montana State,72,Northern Colo.,74,Northern Colo.
22640,2019-02-26,Eastern Mich.,66,Central Mich.,77,Central Mich.
22641,2019-02-26,Virginia Tech,104,TCU,96,Virginia Tech
22642,2019-02-26,Florida,77,Stetson,67,Florida
22643,2019-02-26,Virginia Tech,77,Duke,72,Virginia Tech
22644,2019-02-26,Alabama State,69,Jacksonville State,55,Alabama State
22645,2019-02-26,Mississippi St.,68,Missouri,49,Mississippi St.
22646,2019-02-26,Ohio,90,Northern Iowa,70,Ohio
22647,2019-02-26,Liberty,76,Kennesaw State,59,Liberty
22648,2019-02-26,Wake Forest,76,Miami (Fla.),75,Wake Forest
22649,2019-02-26,Ball State,72,Toledo,80,Toledo
22650,2019-02-26,Massachusetts,48,Dayton,72,Dayton
22651,2019-02-26,Kent State,78,Ohio,73,Kent State
22652,2019-02-26,Buffalo,77,Akron,64,Buffalo
22653,2019-02-26,Butler,67,Providence,73,Providence
22654,2019-02-26,Rhode Island,80,Washington State,53,Rhode Island
22655,2019-02-26,Bowling Green,69,Ohio,82,Ohio
22656,2019-02-26,South Carolina,62,Alabama State,68,Alabama State
22657,2019-02-26,VCU,71,Saint Louis,65,VCU
22658,2019-02-26,Northern Ill.,70,Western Mich.,65,Northern Ill.
22659,2019-02-26,North Carolina State,93,Syracuse,85,North Carolina State
22660,2019-02-26,Kentucky,70,Central Arkansas,66,Kentucky
22661,2019-02-26,LSU,66,North Texas,55,LSU
22662,2019-02-26,Indiana State,75,Wisconsin,73,Indiana State
22663,2019-02-26,Memphis,81,Temple,73,Memphis
22664,2019-02-26,Utah Valley,70,San Diego,54,Utah Valley
22665,2019-02-26,San Jose State,89,New Mexico State,82,San Jose State
22666,2019-02-26,Seattle,68,Utah Valley,77,Utah Valley
22667,2019-02-27,Colgate,79,Holy Cross,59,Colgate
22668,2019-02-27,Penn St.,78,Maryland-Eastern Shore,61,Penn St.
22669,2019-02-27,Pittsburgh,48,Clemson,62,Clemson
22670,2019-02-27,North Texas,84,Oklahoma State,80,North Texas
22671,2019-02-27,High Point,54,Radford,72,Radford
22672,2019-02-27,East Carolina,65,Sam Houston State,99,Sam Houston State
22673,2019-02-27,La Salle,79,Davidson,69,La Salle
22674,2019-02-27,Stony Brook,78,UMBC,63,Stony Brook
22675,2019-02-27,Virginia Tech,81,Georgia Southern,51,Virginia Tech
22676,2019-02-27,Evansville,91,Southern Ill.,98,Southern Ill.
22677,2019-02-27,Louisiana-Lafayette,82,Boston U.,84,Boston U.
22678,2019-02-27,Binghamton,76,Hartford,96,Hartford
22679,2019-02-27,American University,66,Lehigh,80,Lehigh
22680,2019-02-27,S.C. Upstate,73,Campbell,85,Campbell
22681,2019-02-27,Florida,63,UCF,75,UCF
22682,2019-02-27,Georgetown,82,DePaul,73,Georgetown
22683,2019-02-27,Maine,61,Mass.-Lowell,70,Mass.-Lowell
22684,2019-02-27,Gardner-Webb,78,Presbyterian,70,Gardner-Webb
22685,2019-02-27,Illinois-Chicago,65,Missouri,57,Illinois-Chicago
22686,2019-02-27,Navy,64,Bucknell,53,Navy
22687,2019-02-27,Albany,58,New Hampshire,62,New Hampshire
22688,2019-02-27,George Mason,77,Richmond,63,George Mason
22689,2019-02-27,Mississippi State,71,East Tennessee State,73,East Tennessee State
22690,2019-02-27,Army,79,Loyola (Md.),69,Army
22691,2019-02-27,N'western St.,68,Incarnate Word,60,N'western St.
22692,2019-02-27,Canisius,84,Niagara,86,Niagara
22693,2019-02-27,St. Bonaventure,68,Duquesne,47,St. Bonaventure
22694,2019-02-27,Charleston,77,UNC Asheville,48,Charleston
22695,2019-02-27,North Texas,64,Abilene Christian,73,Abilene Christian
22696,2019-02-27,Central Ark.,92,SFA,74,Central Ark.
22697,2019-02-27,Bradley,67,Valparaiso,42,Bradley
22698,2019-02-27,UNI,55,Loyola Chicago,56,Loyola Chicago
22699,2019-02-27,Nicholls State,75,McNeese State,84,McNeese State
22700,2019-02-27,Lamar,110,Sam Houston State,75,Lamar
22701,2019-02-27,New Orleans,60,Sam Houston State,71,Sam Houston State
22702,2019-02-27,Drake,80,Indiana State,68,Drake
22703,2019-02-27,Purdue Fort Wayne,73,Illinois-Chicago,56,Purdue Fort Wayne
22704,2019-02-27,SMU,49,Cincinnati,52,Cincinnati
22705,2019-02-27,Boise State,62,Colorado,76,Colorado
22706,2019-02-27,Baylor,84,North Texas,83,Baylor
22707,2019-02-27,Boston College,66,Louisville,59,Boston College
22708,2019-02-27,Villanova,67,Marquette,61,Villanova
22709,2019-02-27,Fordham,52,Saint Joseph's (PA),66,Saint Joseph's (PA)
22710,2019-02-27,Georgia Southern,75,Auburn,78,Auburn
22711,2019-02-27,Grand Canyon,95,Eastern N.M.,64,Grand Canyon
22712,2019-02-27,Vanderbilt,55,Florida,71,Florida
22713,2019-02-27,CSUN,70,UC Riverside,68,CSUN
22714,2019-02-27,Fresno State,71,Wyoming,60,Fresno State
22715,2019-02-27,Nevada,89,UNLV,73,Nevada
22716,2019-02-28,Wagner,72,St. Francis (Pa.),83,St. Francis (Pa.)
22717,2019-02-28,Sacred Heart,87,Robert Morris,63,Sacred Heart
22718,2019-02-28,St. John's ,73,Xavier,84,Xavier
22719,2019-02-28,Mt. St. Mary's,59,Fairleigh D'son,65,Fairleigh D'son
22720,2019-02-28,UMKC,55,New Mexico State,75,New Mexico State
22721,2019-02-28,Oakland,86,UIC,72,Oakland
22722,2019-02-28,Wichita State,65,UConn,63,Wichita State
22723,2019-02-28,James Madison,58,Elon,73,Elon
22724,2019-02-28,Michigan State,82,Nebraska-Omaha,53,Michigan State
22725,2019-02-28,St. Francis (B'klyn),74,Bryant University,66,St. Francis (B'klyn)
22726,2019-02-28,Towson,65,William & Mary,67,William & Mary
22727,2019-02-28,LIU Brooklyn,84,Cent. Conn. St.,55,LIU Brooklyn
22728,2019-02-28,Troy,44,North Texas,58,North Texas
22729,2019-02-28,Ga. Southern,81,Arkansas-Little Rock,66,Ga. Southern
22730,2019-02-28,Georgia Southern,76,Central Arkansas,60,Georgia Southern
22731,2019-02-28,Delaware State,64,Northeastern,75,Northeastern
22732,2019-02-28,Hampton,90,Winthrop,75,Hampton
22733,2019-02-28,VMI,84,Mercer,71,VMI
22734,2019-02-28,Chattanooga,54,Wofford,80,Wofford
22735,2019-02-28,Drexel,77,Hofstra,80,Hofstra
22736,2019-02-28,Citadel,96,UNCG,100,UNCG
22737,2019-02-28,Kentucky,82,Austin Peay,80,Kentucky
22738,2019-02-28,UAB,67,Western Ky.,73,Western Ky.
22739,2019-02-28,Samford,81,Furman,90,Furman
22740,2019-02-28,Purdue Fort Wayne,82,North Dakota,88,North Dakota
22741,2019-02-28,Louisiana Tech,79,Marshall,90,Marshall
22742,2019-02-28,Morehead State,52,Murray State,71,Murray State
22743,2019-02-28,UTSA,64,Old Dominion,65,Old Dominion
22744,2019-02-28,Detroit Mercy,87,IUPUI,85,Detroit Mercy
22745,2019-02-28,Green Bay,70,Wright State,67,Green Bay
22746,2019-02-28,Milwaukee,55,Kentucky,65,Kentucky
22747,2019-02-28,Chicago State,77,UTRGV,82,UTRGV
22748,2019-02-28,Louisiana Tech,83,Coastal Caro.,70,Louisiana Tech
22749,2019-02-28,North Texas,54,Florida,60,Florida
22750,2019-02-28,La.-Monroe,81,Appalachian St.,75,La.-Monroe
22751,2019-02-28,Alabama State,57,UT Arlington ,75,UT Arlington 
22752,2019-02-28,SIUE,76,East Tennessee State,68,SIUE
22753,2019-02-28,Oral Roberts,84,Nebraska-Omaha,80,Oral Roberts
22754,2019-02-28,UT Martin,67,Belmont,112,Belmont
22755,2019-02-28,Southeast Mo. St.,89,East Tennessee State,74,Southeast Mo. St.
22756,2019-02-28,Oregon,72,Arizona,74,Arizona
22757,2019-02-28,Northwestern State,50,Minnesota,62,Minnesota
22758,2019-02-28,Northern Colo.,85,Weber State,61,Northern Colo.
22759,2019-02-28,South Dakota,75,North Dakota,65,South Dakota
22760,2019-02-28,Tulsa,72,Tulane,64,Tulsa
22761,2019-02-28,Illinois-Chicago,84,Jacksonville State,89,Jacksonville State
22762,2019-02-28,UCLA,93,USC,88,UCLA
22763,2019-02-28,Stanford,98,Washington State,50,Stanford
22764,2019-02-28,Denver,74,Illinois-Chicago,46,Denver
22765,2019-02-28,Eastern Wash.,56,Sacramento St.,59,Sacramento St.
22766,2019-02-28,Idaho,65,Portland,67,Portland
22767,2019-02-28,UC Santa Barb.,64,Long Beach St.,69,Long Beach St.
22768,2019-02-28,Cal Baptist,65,Seattle,67,Seattle
22769,2019-02-28,CSU Fullerton,86,Cal Poly,75,CSU Fullerton
22770,2019-02-28,San Francisco,90,San Diego,91,San Diego
22771,2019-02-28,California Baptist,76,Washington State,73,California Baptist
22772,2019-02-28,St. Mary's (Cal.),65,Portland,48,St. Mary's (Cal.)
22773,2019-02-28,LMU,72,Santa Clara,70,LMU
22774,2019-02-28,Oregon,79,Arizona,51,Oregon
22775,2019-02-28,UC Davis,48,UC Irvine,64,UC Irvine
22776,2019-02-28,Pacific,66,Gonzaga,86,Gonzaga
22777,2019-03-01,Brown,77,Columbia,80,Columbia
22778,2019-03-01,Bowling Green,77,Kent State,72,Bowling Green
22779,2019-03-01,Dartmouth,76,Princeton,77,Princeton
22780,2019-03-01,St. Peter's,60,Quinnipiac,77,Quinnipiac
22781,2019-03-01,Alabama State,75,Lipscomb,87,Lipscomb
22782,2019-03-01,Rider,79,Iona,86,Iona
22783,2019-03-01,Harvard,59,Penn State,53,Harvard
22784,2019-03-01,Manhattan,54,Monmouth,62,Monmouth
22785,2019-03-01,Dayton,70,Rhode Island,72,Rhode Island
22786,2019-03-01,Kennesaw State,83,Stetson,82,Kennesaw State
22787,2019-03-01,Jacksonville State,74,FGCU,77,FGCU
22788,2019-03-01,NJIT,51,Liberty,57,Liberty
22789,2019-03-01,Yale,88,Cornell,65,Yale
22790,2019-03-01,Fairfield,59,Marist,44,Fairfield
22791,2019-03-01,Ohio,69,Buffalo,77,Buffalo
22792,2019-03-01,Canisius,68,Siena,62,Canisius
22793,2019-03-02,Hawaii,73,CSUN,84,CSUN
22794,2019-03-02,Maine,60,Binghamton,83,Binghamton
22795,2019-03-02,Florida,78,NC State,73,Florida
22796,2019-03-02,Oklahoma State,67,Kansas,72,Kansas
22797,2019-03-02,Indiana State,63,Mich. St. ,62,Indiana State
22798,2019-03-02,Wake Forest,54,Syracuse,79,Syracuse
22799,2019-03-02,Bucknell,62,Army,61,Bucknell
22800,2019-03-02,Alabama State,69,LSU,74,LSU
22801,2019-03-02,Boston U.,74,Navy,79,Navy
22802,2019-03-02,Louisiana-Lafayette,70,Colgate,76,Colgate
22803,2019-03-02,Holy Cross,66,American University,86,American University
22804,2019-03-02,UMBC,56,New Hampshire,53,UMBC
22805,2019-03-02,Cent. Conn. St.,58,Fairleigh D'son,70,Fairleigh D'son
22806,2019-03-02,Davidson,77,Fordham,52,Davidson
22807,2019-03-02,VMI,81,Citadel,78,VMI
22808,2019-03-02,Green Bay,82,Kentucky,86,Kentucky
22809,2019-03-02,Georgia Southern,83,Arkansas-Little Rock,70,Georgia Southern
22810,2019-03-02,Central Arkansas,74,Mississippi State,73,Central Arkansas
22811,2019-03-02,Wisconsin,61,Penn St.,57,Wisconsin
22812,2019-03-02,Towson,66,Elon,86,Elon
22813,2019-03-02,Duquesne,80,Massachusetts,73,Duquesne
22814,2019-03-02,East Tennessee State,71,Kentucky,52,East Tennessee State
22815,2019-03-02,North Texas,86,Northern Iowa,69,North Texas
22816,2019-03-02,Southern Ill.,72,Illinois-Chicago,63,Southern Ill.
22817,2019-03-02,Oklahoma State,92,Virginia Tech,80,Oklahoma State
22818,2019-03-02,Campbell,64,Radford,62,Campbell
22819,2019-03-02,Akron,49,Ohio,73,Ohio
22820,2019-03-02,Valparaiso,63,Evansville,65,Evansville
22821,2019-03-02,Chattanooga,50,Furman,71,Furman
22822,2019-03-02,Indiana State,71,UNI,54,Indiana State
22823,2019-03-02,Samford,64,Wofford,85,Wofford
22824,2019-03-02,Virginia Tech,73,Pittsburgh,49,Virginia Tech
22825,2019-03-02,Purdue Fort Wayne,86,Ohio,51,Purdue Fort Wayne
22826,2019-03-02,Villanova,75,Butler,54,Villanova
22827,2019-03-02,La.-Monroe,91,Coastal Caro.,97,Coastal Caro.
22828,2019-03-02,Troy,66,UT Arlington ,79,UT Arlington 
22829,2019-03-02,Chicago State,58,New Mexico State,92,New Mexico State
22830,2019-03-02,Denver,76,Nebraska-Omaha,86,Nebraska-Omaha
22831,2019-03-02,Gardner-Webb,66,Longwood,47,Gardner-Webb
22832,2019-03-02,Northern Ill.,69,Eastern Mich.,75,Eastern Mich.
22833,2019-03-02,Saint Louis,81,George Mason,71,Saint Louis
22834,2019-03-02,Missouri,78,South Carolina,63,Missouri
22835,2019-03-02,Sacred Heart,94,St. Francis (Pa.),84,Sacred Heart
22836,2019-03-02,Delaware State,58,Morgan State,76,Morgan State
22837,2019-03-02,Presbyterian,65,Charleston,72,Charleston
22838,2019-03-02,San Francisco,69,LMU,74,LMU
22839,2019-03-02,Oakland,74,IUPUI,63,Oakland
22840,2019-03-02,Auburn,80,Mississippi St.,75,Auburn
22841,2019-03-02,Delaware State,70,Hofstra,92,Hofstra
22842,2019-03-02,S.C. Upstate,71,Hampton,92,Hampton
22843,2019-03-02,N.C. A&T,63,Florida,42,N.C. A&T
22844,2019-03-02,Detroit Mercy,71,UIC,80,UIC
22845,2019-03-02,Missouri,62,Drake,73,Drake
22846,2019-03-02,TCU,66,North Texas,81,North Texas
22847,2019-03-02,Duke,87,Miami (Fla.),57,Duke
22848,2019-03-02,St. Francis (B'klyn),71,Mt. St. Mary's,73,Mt. St. Mary's
22849,2019-03-02,Washington State,58,St. Bonaventure,64,St. Bonaventure
